2499714,10005
2302070,10005
1452878,10005
3044252,10005
2986432,10005
1273167,10005
762849,10005
2558593,10005
2614461,10005
2878749,10005
2725873,10005
2356019,10005
2119671,10005
2844477,10005
2175162,10005
2936654,10005
823678,10005
2318856,10005
2149360,10005
2312171,10005
104167,10005
2309853,10005
335134,10005
2354671,10005
2922771,10005
194840,10005
2568265,10005
3005384,10005
2758851,10005
2819351,10005
1167820,10005
2453142,10005
3035612,10005
2142230,10005
2912505,10005
2305393,10005
1392433,10005
1037773,10005
2967961,10005
2164455,10005
2781963,10005
2411794,10005
1192124,10005
1547348,10005
1231456,10005
2723421,10005
2564766,10005
1079409,10005
1414844,10005
2791045,10005
30660,10005
2000097,10005
2590892,10005
1267027,10005
1149334,10005
2511998,10005
2444377,10005
2969114,10005
1500716,10005
2932282,10005
2211012,10005
1439391,10005
2628272,10005
1322923,10005
1121154,10005
1443640,10005
2525839,10005
101141,10005
2710250,10005
2600982,10005
1407813,10005
1259202,10005
2610304,10005
2543922,10005
2381337,10005
2708141,10005
3034193,10005
1035738,10005
2361053,10005
2921989,10005
1393057,10005
232297,10005
2993106,10005
2471287,10005
1565982,10005
2530881,10005
2576433,10005
2772223,10005
2998062,10005
2705830,10005
2136921,10005
1208748,10005
49654,10005
111007,10005
2860178,10005
906204,10005
875767,10005
1054481,10005
2954810,10005
2806614,10005
1563750,10005
2891492,10005
398780,10005
2598712,10005
2000036,10005
2740539,10005
2980639,10005
2289012,10005
1339320,10005
2335040,10005
101524,10005
2808118,10005
2635085,10005
2844549,10005
2963046,10005
1355872,10005
2617282,10005
1208799,10005
2621257,10005
2913866,10005
2952005,10005
2899726,10005
2547430,10005
3068537,10005
2000228,10005
1259091,10005
2699951,10005
2504288,10005
1330705,10005
101516,10005
3000487,10005
2747255,10005
3017941,10005
277665,10005
2190688,10005
814202,10005
2998652,10005
1319612,10005
2369282,10005
146404,10005
1497600,10005
2747351,10005
2832370,10005
2833444,10005
1501011,10005
2710381,10005
1404326,10005
3054434,10005
2492096,10005
2226783,10005
1193686,10005
1497774,10005
187500,10005
2418697,10005
1322516,10005
2411807,10005
2214854,10005
2538411,10005
2609653,10005
505404,10005
157260,10005
2467771,10005
2573136,10005
2877519,10005
2785083,10005
2143267,10005
1054660,10005
2622452,10005
2471279,10005
2906818,10005
2993085,10005
2706613,10005
2502805,10005
2558711,10005
1449770,10005
2651181,10005
1478320,10005
3039496,10005
2318813,10005
2131071,10005
1562401,10005
2652811,10005
2312631,10005
2460203,10005
2204189,10005
2250062,10005
2661890,10005
2991910,10005
2846165,10005
1506471,10005
2178267,10005
1055992,10005
1518038,10005
2158750,10005
2001810,10005
1431528,10005
2869092,10005
2948313,10005
2179850,10005
2462663,10005
2276692,10005
1156632,10005
3063621,10005
2704482,10005
1380435,10005
2269062,10005
2230361,10005
2331014,10005
3020752,10005
1198076,10005
1511483,10005
2731561,10005
2425133,10005
2697876,10005
1500554,10005
149330,10005
1032097,10005
2546306,10005
3054194,10005
1234030,10005
2166258,10005
2001526,10005
2375375,10005
1308548,10005
2733339,10005
792179,10005
1530500,10005
2315524,10005
1319671,10005
2729487,10005
2351091,10005
2941971,10005
2684194,10005
1412655,10005
452513,10005
3058751,10005
2930842,10005
1247590,10005
2518815,10005
1282131,10005
2833436,10005
1199943,10005
1245090,10005
2644555,10005
1079239,10005
2696881,10005
2819861,10005
1245716,10005
2251321,10005
2595044,10005
875406,10005
1135643,10005
2962991,10005
2142900,10005
2903705,10005
1166468,10005
2326469,10005
2802517,10005
2818869,10005
938106,10005
2308893,10005
1429043,10005
2898862,10005
1472674,10005
2651149,10005
1466836,10005
3022563,10005
2882166,10005
1271563,10005
197661,10005
814261,10005
2818341,10005
994200,10005
791300,10005
2370451,10005
2844792,10005
2390962,10005
2513715,10005
2530013,10005
1577654,10005
2738551,10005
3066021,10005
2301173,10005
2441820,10005
2808290,10005
2709013,10005
2843589,10005
2319322,10005
2564811,10005
2679897,10005
2870229,10005
2000984,10005
2936574,10005
2880566,10005
360570,10005
2000678,10005
1083007,10005
2887792,10005
2636782,10005
2785761,10005
744336,10005
1418734,10005
2512430,10005
1005340,10005
104132,10005
2878474,10005
2888453,10005
2177897,10005
2938191,10005
2900037,10005
2763773,10005
1088394,10005
2653515,10005
2169871,10005
1271431,10005
2576724,10005
1521047,10005
2539827,10005
1241290,10005
2124701,10005
1548603,10005
2854587,10005
3017879,10005
2607412,10005
3042417,10005
1545191,10005
2310643,10005
2607578,10005
2001474,10005
2257926,10005
2950860,10005
498041,10005
2789543,10005
2619675,10005
2297653,10005
3064579,10005
658979,10005
2761031,10005
2976218,10005
2826463,10005
3058136,10005
3007929,10005
3008121,10005
2516684,10005
2161502,10005
2833591,10005
2974482,10005
2172594,10005
1405330,10005
2991670,10005
918580,10005
483761,10005
2326872,10005
2823449,10005
